id,brand,base_model,model_mode,year,condition,mileage_km,has_aftermarket_mods,body_type,seats,doors,drivetrain,origin,exterior_color,city,seller_name,post_date,website,price_vnd
422,VinFast,VF8,VF8 Eco AWD,2023.0,Used,50000.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xanh,Hà Nội,Biển Đông Auto Hà Nội,2026-06-22,bonbanh.com,1152000000.0
423,VinFast,VF6,VF6 Plus,2026.0,Used,80000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xanh,Hà Nội,Biển Đông Auto Hà Nội,2026-06-22,bonbanh.com,530000000.0
424,VinFast,VF e34,VF e34 AT,2023.0,Used,10000.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,Biển Đông Auto Hà Nội,2026-06-22,bonbanh.com,1110000000.0
425,Mercedes-Benz,EQS,EQS 680 Maybach SUV,2025.0,Used,79000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Biển Đông Auto Hà Nội,2026-06-22,bonbanh.com,379000000.0
426,VinFast,VF6,VF6 Plus,2025.0,Used,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Biển Đông Auto Hà Nội,2026-06-22,bonbanh.com,535000000.0
427,VinFast,VF3,VF3 Plus,2025.0,New,9000.0,True,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xanh,Hà Nội,Vinfast HTA Hai Bà Trưng,2026-06-22,bonbanh.com,705000000.0
428,VinFast,VF7,VF7 Eco,2025.0,Used,46000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xanh,Hà Nội,Ô Tô Thủ Đô,2026-06-22,bonbanh.com,690000000.0
429,VinFast,VF5,VF5 Plus,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Ghi,Hà Nội,Vinfast An Khánh,2026-06-22,bonbanh.com,439000000.0
430,VinFast,VF3,VF3 Plus,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Đào Anh Tùng,2026-06-22,bonbanh.com,430000000.0
431,VinFast,VF8,VF8 Eco AWD,2023.0,Used,56000.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Trắng,Hà Nội,Đức Phương,2026-06-22,bonbanh.com,1168000000.0
432,VinFast,VF6,VF6 Plus,2025.0,Used,9000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xám,Hà Nội,GF Thường Tín,2026-06-22,bonbanh.com,225000000.0
433,VinFast,VF5,VF5 Plus,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Vinfast Kim Giang,2026-06-22,bonbanh.com,680000000.0
434,VinFast,VF8,VF8 Eco AWD,2023.0,New,25000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Vinfast Ocean Park,2026-06-22,bonbanh.com,640000000.0
435,VinFast,VF3,VF3 Plus,2025.0,Used,46000.0,True,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Trắng,Ninh Bình,Showroom GF Ninh Bình,2026-06-22,bonbanh.com,798000000.0
436,VinFast,VF5,VF5 Plus,2024.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Hà Nội,Mr Trung,2026-06-22,bonbanh.com,630000000.0
437,VinFast,VF6,VF6 Plus,2026.0,Used,5000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,My Car,2026-06-22,bonbanh.com,609000000.0
438,VinFast,VF5,VF5 Plus,2024.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Tím,Hà Nội,Vinfast Đại Việt,2026-06-22,bonbanh.com,269000000.0
439,VinFast,VF e34,VF e34 AT,2023.0,Used,20000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Boss Car,2026-06-22,bonbanh.com,415000000.0
440,VinFast,VF6,VF6 Eco,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Tràng An Đống Đa,2026-06-22,bonbanh.com,422000000.0
441,VinFast,VF6,VF6 Plus,2026.0,New,0.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,Vinfast Minh Đạo - Nguyễn Trãi,2026-06-22,bonbanh.com,1350000000.0
442,VinFast,VF6,VF6 Eco,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Times City,2026-06-22,bonbanh.com,778000000.0
443,VinFast,VF8,VF8 Plus AWD,2024.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Bạc,Hà Nội,Vinfast Tràng An Lê Văn Lương,2026-06-22,bonbanh.com,615000000.0
444,VinFast,VF8,VF8 Eco,2025.0,Used,90000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,City Car,2026-06-22,bonbanh.com,585000000.0
445,VinFast,VF8,VF8 Plus AWD,2023.0,New,46000.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Ngọc Hồi,2026-06-22,bonbanh.com,629000000.0
446,VinFast,VF3,VF3 Plus,2025.0,Used,5000.0,True,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Vàng,Hà Nội,My Car,2026-06-22,bonbanh.com,249000000.0
447,VinFast,VF5,VF5 Plus,2026.0,Used,12000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Đức Phương,2026-06-22,bonbanh.com,668000000.0
448,VinFast,VF3,VF3 Plus,2025.0,Used,5000.0,True,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Hồng,Hà Nội,Giang Phát,2026-06-22,bonbanh.com,229000000.0
449,VinFast,VF3,VF3 Plus,2025.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Bùi Nam,2026-06-22,bonbanh.com,644000000.0
450,VinFast,VF3,VF3 Plus,2024.0,Used,12000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Tp Tân An Long An,Hyundai Long An - Used Car,2026-06-22,bonbanh.com,455000000.0
451,VinFast,VF3,VF3 Plus,2024.0,New,2000.0,True,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Kim Giang,2026-06-22,bonbanh.com,680000000.0
452,VinFast,VF6,VF6 Eco,2025.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Bạc,Hà Nội,Vinfast Tràng An Đống Đa,2026-06-22,bonbanh.com,615000000.0
453,VinFast,VF9,VF9 Plus 7S,2025.0,New,0.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,Vinfast Minh Đạo - Nguyễn Trãi,2026-06-22,bonbanh.com,999000000.0
454,VinFast,VF8,VF8 Plus AWD,2023.0,New,37000.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Vàng,Hà Nội,Vinfast Tràng An Lê Văn Lương,2026-06-22,bonbanh.com,615000000.0
455,Mercedes-Benz,EQS,EQS 580 4Matic,2023.0,Used,16000.0,False,Sedan,5.0,4.0,AWD - 4 bánh toàn thời gian,Nhập khẩu,Đỏ,Hà Nội,Salon ô tô Phú Quý,2026-06-22,bonbanh.com,3450000000.0
456,VinFast,VF8,VF8 Eco AWD,2023.0,Used,40000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Đức Phương,2026-06-22,bonbanh.com,608000000.0
457,VinFast,VF8,VF8 Eco 2023,2023.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Đại Việt,2026-06-22,bonbanh.com,270000000.0
458,VinFast,VF5,VF5 Plus,2025.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Lê Trọng Tấn,2026-06-22,bonbanh.com,250000000.0
459,VinFast,VF3,VF3 Plus,2024.0,New,9000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Newway Hoài Đức,2026-06-22,bonbanh.com,768000000.0
460,VinFast,VF8,VF8 S,2024.0,Used,1000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xanh,Hà Nội,My Car,2026-06-22,bonbanh.com,275000000.0
461,VinFast,VF7,VF7 Eco,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast An Khánh,2026-06-22,bonbanh.com,439000000.0
462,VinFast,VF5,VF5 Plus,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Đinh Chức,2026-06-22,bonbanh.com,420000000.0
463,VinFast,Limo Green,Limo Green AT,2025.0,New,0.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Trắng,Hà Nội,Đinh Chức,2026-06-22,bonbanh.com,1400000000.0
464,VinFast,VF3,VF3 Plus,2025.0,New,2000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Đinh Chức,2026-06-22,bonbanh.com,620000000.0
465,Wuling,Bingo 333,Bingo 333,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Đinh Chức,2026-06-22,bonbanh.com,780000000.0
466,VinFast,VF5,VF5 Plus,2025.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Trắng,Hà Nội,Đinh Chức,2026-06-22,bonbanh.com,280000000.0
467,VinFast,VF3,VF3 Plus,2025.0,Used,5.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,Auto 266,2026-06-22,bonbanh.com,630000000.0
468,VinFast,VF3,VF3 Plus,2025.0,New,0.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,KCN Cát Lái TP HCM,Vinfast Minh Thanh Thủ Đức,2026-06-22,bonbanh.com,685000000.0
469,VinFast,VF6,VF6 Plus,2025.0,Used,2000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xanh,Hà Nội,GF Vinfast Smart City,2026-06-22,bonbanh.com,760000000.0
470,BYD,Seal,Seal Performance,2025.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Trắng,Hà Nội,Dương Ngọc,2026-06-22,bonbanh.com,274000000.0
471,VinFast,VF8,VF8 Eco AWD,2023.0,Used,23000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xanh,Quận 12 TP HCM,Salon Ôtô Sài Gòn 68,2026-06-22,bonbanh.com,228000000.0
472,VinFast,Limo Green,Limo Green AT,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Tp.Thủ Đức TP HCM,Vinfast Đông Sài Gòn,2026-06-22,bonbanh.com,768000000.0
473,VinFast,VF3,VF3 Plus,2025.0,Used,10000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,627 Mê Linh - Khai Quang - Vĩnh Yên Vĩnh Phúc,Zin Auto,2026-06-22,bonbanh.com,418000000.0
474,VinFast,VF8,VF8 Plus AWD,2025.0,Used,5.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Trắng,phường Nông Trang Phú Thọ,GF Phú Thọ,2026-06-22,bonbanh.com,256000000.0
475,Porsche,Taycan,Taycan Base,2023.0,Used,9978.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xám,Bình Thạnh TP HCM,Mr Tuấn,2026-06-22,bonbanh.com,650000000.0
476,VinFast,VF6,VF6 Plus,2024.0,Used,48000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Thủ Đức TP HCM,Mr Tuấn,2026-06-22,bonbanh.com,720000000.0
477,Volvo,EC40 Ultra,EC40 Ultra,2025.0,Used,11000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Trắng,Bình Thạnh TP HCM,Mr Tuấn,2026-06-22,bonbanh.com,760000000.0
478,Geely,EX5 Max,EX5 Max,2025.0,Used,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Bình Thạnh TP HCM,Mr Tuấn,2026-06-22,bonbanh.com,520000000.0
479,VinFast,VF5,VF5 Plus,2025.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xanh,Hà Nội,Vinfast Ngọc Hồi,2026-06-22,bonbanh.com,250000000.0
480,VinFast,VF8,VF8 Eco AWD,2023.0,New,50000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Vinfast Đại Việt,2026-06-22,bonbanh.com,700000000.0
481,VinFast,VF8,VF8 Plus AWD,2023.0,New,47000.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast HTA Hai Bà Trưng,2026-06-22,bonbanh.com,705000000.0
482,VinFast,VF5,VF5 Plus,2026.0,Used,45000.0,True,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Bạc,Hà Nội,Ô Tô Thủ Đô,2026-06-22,bonbanh.com,687000000.0
483,VinFast,VF5,VF5 Plus,2025.0,New,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xanh,Hà Nội,Vinfast Đại Việt,2026-06-22,bonbanh.com,272000000.0
484,VinFast,VF8,VF8 Eco 2 cầu,2025.0,Used,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Hà Nội,My Car,2026-06-22,bonbanh.com,365000000.0
485,VinFast,Limo Green,Limo Green AT,2025.0,New,0.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đỏ,Hà Nội,Dương Ngọc,2026-06-22,bonbanh.com,1244000000.0
486,VinFast,VF7,VF7 Eco,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Vinfast Newway Trường Chinh,2026-06-22,bonbanh.com,422000000.0
487,VinFast,VF5,VF5 Plus,2025.0,Used,0.0,True,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Auto 199,2026-06-22,bonbanh.com,680000000.0
488,VinFast,VF6,VF6 Plus,2024.0,Used,10000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Nguyễn xuân Kết,2026-06-22,bonbanh.com,636000000.0
489,VinFast,VF7,VF7 Plus AWD,2024.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,VinFast Phạm Văn Đồng,2026-06-22,bonbanh.com,440000000.0
490,VinFast,VF8,VF8 S,2024.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Bạc,Hà Nội,Vinfast Tràng An Hà Đông,2026-06-22,bonbanh.com,630000000.0
491,VinFast,VF5,VF5 Plus,2025.0,Used,68000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xanh,Hà Nội,GF Green Future 269,2026-06-22,bonbanh.com,585000000.0
492,VinFast,VF7,VF7 Eco,2025.0,Used,38000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,TCT Auto,2026-06-22,bonbanh.com,429000000.0
493,VinFast,Herio Green,Herio Green AT,2025.0,New,0.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Nhập khẩu,Trắng,Hà Nội,Mr Tùng,2026-06-22,bonbanh.com,1600000000.0
494,Hongqi,E-HS9 Premium,E-HS9 Premium,2022.0,New,0.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Lê Trọng Tấn,2026-06-22,bonbanh.com,670000000.0
495,VinFast,VF9,VF9 Plus 6S SDI,2023.0,New,20000.0,True,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Tràng An Hà Đông,2026-06-22,bonbanh.com,731000000.0
496,VinFast,VF8,VF8 Eco AWD,2023.0,New,38000.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Bạc,Hà Nội,Khánh Vũ,2026-06-22,bonbanh.com,629000000.0
497,VinFast,VF7,VF7 Plus AWD,2025.0,Used,8000.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Cần Thơ,Miền Tây Used Car,2026-06-22,bonbanh.com,639000000.0
498,VinFast,VF8,VF8 Eco AWD,2023.0,New,48000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Trắng,Hà Nội,My Car,2026-06-22,bonbanh.com,265000000.0
499,VinFast,VF8,VF8 Eco AWD,2023.0,New,55000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xám,Hà Nội,Vinfast Caron Sóc Sơn,2026-06-22,bonbanh.com,490000000.0
500,VinFast,VF8,VF8 Eco AWD,2023.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Bạc,Hà Nội,Vinfast Đại Việt,2026-06-22,bonbanh.com,704000000.0
501,VinFast,VF3,VF3 Plus,2025.0,New,0.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Hà Nội,Vinfast Caron Giải Phóng,2026-06-22,bonbanh.com,615000000.0
502,VinFast,VF3,VF3 Plus,2025.0,Used,0.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Nguyễn xuân Kết,2026-06-22,bonbanh.com,666000000.0
503,VinFast,VF8,VF8 Plus AWD,2023.0,Used,40000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hải Phòng,Auto Đất Cảng,2026-06-22,bonbanh.com,759000000.0
504,VinFast,VF7,VF7 Plus AWD,2026.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Nhập khẩu,Hồng,Hà Nội,BYD Long Biên,2026-06-22,bonbanh.com,669000000.0
505,VinFast,Limo Green,Limo Green AT,2026.0,Used,91000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Xanh,Hà Nội,Auto 268,2026-06-22,bonbanh.com,385000000.0
506,VinFast,VF MPV,VF MPV 7,2026.0,Used,42000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đỏ,Hà Nội,GF Ngọc Hồi,2026-06-22,bonbanh.com,575000000.0
507,VinFast,VF5,VF5 Plus,2025.0,New,0.0,False,Sedan,5.0,4.0,AWD - 4 bánh toàn thời gian,Nhập khẩu,Trắng,TP.HCM TP HCM,BYD Harmony Sài Gòn,2026-06-22,bonbanh.com,146900000.0
508,VinFast,Limo Green,Limo Green AT,2025.0,Used,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Hồng,Hà Nội,Huyền My,2026-06-22,bonbanh.com,289000000.0
509,VinFast,VF3,VF3 Plus,2025.0,New,0.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,Vinfast Đại Việt,2026-06-22,bonbanh.com,148000000.0
510,VinFast,VF9,VF9 Eco,2025.0,Used,70000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,Thăng Long Car,2026-06-22,bonbanh.com,630000000.0
511,VinFast,VF8,VF8 Plus AWD,2022.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Đà Nẵng,Vinfast Năng Lượng Xanh Đà Nẵng,2026-06-22,bonbanh.com,411000000.0
512,Hongqi,E-HS9 Premium,E-HS9 Premium,2022.0,Used,13000.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xanh,Hà Nội,GF Phương Đông - Bát Tràng,2026-06-22,bonbanh.com,230000000.0
513,VinFast,VF5,VF5 Plus,2024.0,Used,56000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Bạc,Ninh Bình,Showroom GF Ninh Bình,2026-06-22,bonbanh.com,659000000.0
514,BYD,Han,Han EV,2025.0,Used,63000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Trắng,Hà Nội,GF Vinfast Smart City,2026-06-22,bonbanh.com,610000000.0
515,Mercedes Benz,EQS,EQS 580 4Matic,2022.0,New,0.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Newway Hoài Đức,2026-06-22,bonbanh.com,689000000.0
516,VinFast,VF3,VF3 Plus,2024.0,Used,4000.0,False,Sedan,5.0,4.0,RFD - Dẫn động cầu sau,Nhập khẩu,Đỏ,Hà Nội,Tùng Anh Auto,2026-06-22,bonbanh.com,293900000.0
517,VinFast,VF8,VF8 Eco AWD,2023.0,Used,50000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đỏ,Hà Nội,Nhất Tín Auto,2026-06-22,bonbanh.com,675000000.0
518,VinFast,VF6,VF6 Eco,2025.0,New,0.0,False,Hatchback,5.0,4.0,RFD - Dẫn động cầu sau,Nhập khẩu,Trắng,Hà Nội,Geely Phạm Văn Đồng,2026-06-22,bonbanh.com,459000000.0
519,VinFast,VF5,VF5 Plus,2025.0,Used,6600.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,Thành Phát Cars,2026-06-22,bonbanh.com,129500000.0
520,Mercedes Benz,EQS,EQS 580 4Matic,2023.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Hà Nội,Vinfast Caron Sóc Sơn,2026-06-22,bonbanh.com,749000000.0
521,VinFast,VF e34,VF e34 AT,2022.0,New,55000.0,False,MPV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đen,Phường Quảng Thành Thanh Hóa,VinFast Thanh Hóa,2026-06-22,bonbanh.com,725000000.0
522,VinFast,VF3,VF3 Plus,2025.0,New,0.0,False,MPV,2.0,3.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Caron Giải Phóng,2026-06-22,bonbanh.com,265000000.0
523,VinFast,Limo Green,Limo Green AT,2025.0,New,0.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Xanh,Quận 7 TP HCM,VinFast Phan Trọng Tuệ Quận 7,2026-06-22,bonbanh.com,860000000.0
524,VinFast,VF3,VF3 Plus,2025.0,Used,17000.0,False,SUV,5.0,5.0,AWD - 4 bánh toàn thời gian,Nhập khẩu,Trắng,Hà Nội,Thành Phát Cars,2026-06-22,bonbanh.com,339900000.0
525,VinFast,VF5,VF5 Plus,2024.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Kim Giang,2026-06-22,bonbanh.com,680000000.0
526,VinFast,VF7,VF7 Eco,2026.0,Used,500.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Trần Đức,2026-06-22,bonbanh.com,600000000.0
527,VinFast,VF3,VF3 Plus,2025.0,New,5.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Minh Đạo - Nguyễn Trãi,2026-06-22,bonbanh.com,136000000.0
528,VinFast,VF3,VF3 Plus,2025.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Dương Ngọc,2026-06-22,bonbanh.com,755000000.0
529,VinFast,VF e34,VF e34 AT,2022.0,New,20000.0,False,SUV,7.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,Vinfast Ngọc Hồi,2026-06-22,bonbanh.com,629000000.0
530,VinFast,VF8,VF8 Eco AWD,2023.0,New,0.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Đỏ,Hà Nội,Vinfast Tràng An Đống Đa,2026-06-22,bonbanh.com,422000000.0
531,VinFast,VF3,VF3 Plus,2025.0,Used,50.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,GF Thường Tín,2026-06-22,bonbanh.com,449000000.0
532,VinFast,VF5,VF5 Plus,2026.0,New,0.0,False,SUV,7.0,5.0,AWD - 4 bánh toàn thời gian,Lắp ráp trong nước,Đen,Hà Nội,Vinfast Times City,2026-06-22,bonbanh.com,112700000.0
533,VinFast,VF5,VF5 Plus,2024.0,Used,35268.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Vàng,Hà Nội,GF Vincom Long Biên,2026-06-22,bonbanh.com,232000000.0
534,VinFast,VF3,VF3 Plus,2025.0,Used,55000.0,False,SUV,5.0,5.0,FWD - Dẫn động cầu trước,Lắp ráp trong nước,Trắng,Hà Nội,C2 Auto,2026-06-22,bonbanh.com,605000000.0
535,VinFast,EC Van,EC Van AT,2026.0,Used,0.0,False,Hatchback,4.0,3.0,RFD - Dẫn động cầu sau,Lắp ráp trong nước,Xanh,Hà Nội,My Car,2026-06-22,bonbanh.com,245000000.0
