reasoning,brand,car_model,imputed_year,imputed_mileage_km,imputed_condition,battery_status,is_accident_free,has_aftermarket_mods,vehicle_type,Link
Không có thông tin để xác định các thông số của xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6479488
Dữ liệu đầu vào không có thông tin về xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2026-6819429
Không có thông tin để trích xuất,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6839255
No information provided for extraction.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6833937
absence of information,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6810491
Không có thông tin cụ thể nào được cung cấp trong mô tả.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6273527
Không có mô tả nào để rút ra thông tin.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-6479491
"Không có thông tin nào, nên tất cả các trường đều được trả về null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-eco-2026-5613632
Dữ liệu đầu vào không có thông tin nào được cung cấp.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2022-6834825
không có thông tin nên tất cả các trường đều null,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-6705275
Không có thông tin nào được cung cấp để xác định các thông số.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-eco-2025-6833643
No information provided in the description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6788680
"Không có thông tin nào được cung cấp cho các thuộc tính, dẫn đến giá trị null cho tất cả.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-plus-7s-2026-6812659
Không có thông tin nào để rút ra.,,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6856855
Không có thông tin trong mô tả.,,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6847498
No information provided in the description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6698966
"Không có mô tả nào về thông tin xe, tất cả các trường đều không xác định.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-plus-6s-2026-6790963
Không có thông tin trong mô tả.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6401500
Không có thông tin nào để xác định thông số kỹ thuật của xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6687585
"Không có thông tin nào được cung cấp để xác định các thông số, vì vậy tất cả các trường đều trả về null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2022-6831082
"Không có thông tin nào về xe cụ thể, không thể xác định được các thông số xe.",,,,,,,,,,https://bonbanh.com/xe-geely-ex2-pro-2026-6834830
Không có thông tin gì để xác định các thuộc tính.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-2026-6839908
"Không có thông tin mô tả về xe, không thể xác định thông số gì.",,,,,,,,,,https://bonbanh.com/xe-vinfast-ec-van-at-2026-6705291
"Không có thông tin mô tả, không thể rút ra bất kỳ thông tin nào.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6808773
"Không có thông tin mô tả nào được cung cấp, vì vậy mọi thông số đều được trả về null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6642911
"Dữ liệu không có thông tin về thương hiệu, mẫu xe, năm, tình trạng, hay bất kỳ thông tin nào khác.",,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6839814
Không có thông tin cụ thể để xác định các đặc điểm của xe.,,,,,,,,,,https://bonbanh.com/xe-porsche-macan-4-ev-2024-6747596
Không có thông tin mô tả nào để xác định thông số kỹ thuật của xe.,,,,,,,,,,https://bonbanh.com/xe-porsche-taycan-base-2021-6769313
"Dữ liệu không cung cấp thông tin nào rõ ràng về xe, nên tất cả các trường đều trả về null hoặc giá trị mặc định.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6824755
"Không có thông tin nào trong mô tả về thương hiệu, mẫu xe, năm sản xuất, quãng đường, tình trạng xe, trạng thái pin, tai nạn hay các phụ kiện độ. Do đó, tất cả các trường chỉ có thể là null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6832145
Không có thông tin nào được cung cấp.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6748005
Không có mô tả nào được cung cấp để lấy thông tin,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6836210
Không có thông tin về xe nên không thể xác định các thuộc tính.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6787381
Không có thông tin để trích xuất,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf7-eco-2026-6757684
Không có thông tin để xác định thông số kỹ thuật,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2025-6860509
Không có thông tin nào trong phần mô tả để xác định các thuộc tính của xe.,,,,,,,,,,https://bonbanh.com/xe-porsche-taycan-base-2021-6535550
No information provided in the description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-plus-7s-2024-6761456
Không có thông tin nào để trích xuất thông số xe,,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6850071
"Mô tả không có thông tin về nhãn hiệu, mẫu xe, năm sản xuất, số km đã đi hay tình trạng xe, vì vậy tất cả đều là giá trị null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-herio-green-at-2026-6393390
"Không có thông tin gì để rút ra về thương hiệu, mẫu xe, năm sản xuất, số km đã đi, tình trạng xe, trạng thái pin, thông tin về tai nạn, hay các phụ kiện nâng cấp.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6748015
"Không có thông tin cụ thể về xe, chưa thể xác định các thông số.",,,,,,,,,,https://bonbanh.com/xe-vinfast-ec-van-nang-cao-cua-truot-2026-6844807
Không có thông tin chi tiết về xe được cung cấp.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6846284
"Thiếu thông tin đầy đủ về xe, không có từ khóa nào để xác định các thông số.",,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2025-6851889
Không có thông tin gì từ mô tả,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-eco-2026-6737604
"Không có thông tin nào về hãng xe, mẫu xe, năm sản xuất, tình trạng, quãng đường, tình trạng pin, hay các cập nhật sau bán hàng.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6839427
Không có thông tin nào để rút ra kết luận.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2025-6640169
"Thông tin mô tả không có, không có chi tiết nào để rút ra thông số.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6815016
"Không có thông tin về xe, không có từ khóa nào để xác định thông số.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6698982
"Không có thông tin về xe, không thể rút ra bất kỳ đặc điểm nào.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6791149
Không có thông tin nào về xe được cung cấp trong mô tả.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6692334
"Không có thông tin mô tả về thương hiệu, mẫu xe, năm sản xuất, tình trạng hay bất kỳ thông số nào khác.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6824745
Không có mô tả nên không thể rút ra thông tin nào.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6839831
No information provided in the description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6747952
"Chưa có thông tin về thương hiệu, mẫu xe, năm sản xuất, số km đã đi, tình trạng xe, tình trạng pin, không có thông tin về tai nạn và độ độ gốc, không xác định loại xe.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6833163
Không có thông tin gì được cung cấp trong mô tả.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2025-6831656
"Không có thông tin mô tả, nên tất cả các trường đều null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6862308
 thiếu thông tin mô tả ,,,,,,,,,,https://bonbanh.com/xe-haima-7x-e-premium-2025-6504725
"Không có thông tin nào về hãng, model, năm sản xuất, số km đã đi, tình trạng xe, trạng thái pin, tình trạng tai nạn hay độ độ. Cần có thông tin cụ thể hơn để điền vào.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2025-6822185
Không có thông tin để rút ra đặc điểm kỹ thuật xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-plus-7s-2025-6708097
Không có thông tin mô tả nào được cung cấp.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-plus-7s-2024-6856073
No information provided in the description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6833594
No information available in the description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-6147386
Không có thông tin mô tả nào để rút ra thông số,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-eco-2026-6862471
"Không có thông tin nào về xe, tất cả các trường đều trả về null.",,,,,,,,,,https://bonbanh.com/xe-geely-ex2-pro-2026-6834749
"Nội dung mô tả không có thông tin cụ thể về xe, do đó không thể trích xuất thông tin",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6798801
Không có thông tin nào được cung cấp trong phần mô tả.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf7-eco-2026-6862623
"Không có thông tin nào về thương hiệu, mẫu xe, năm sản xuất, số km, tình trạng, trạng thái pin, có bị tai nạn hay được độ chỉnh, và loại xe.",,,,,,,,,,https://bonbanh.com/xe-ford-mustang-mach-e-premium-awd-2025-6654606
Dữ liệu không có thông tin cụ thể nào để trích xuất.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2025-6560916
"Dữ liệu không có thông tin cụ thể nào về xe, không thể đưa ra thông tin gì.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6852097
"Không có thông tin, tất cả các trường đều rỗng.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6721421
"Thông tin mô tả không có, không thể rút ra thông tin nào.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-6862478
"Không có thông tin cụ thể về xe và các thông số, không thể rút ra thông tin chính xác.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2025-6820754
absence of details,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2025-6852294
"Không có thông tin về xe, nên tất cả các trường đều null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6810468
No information provided in the description,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-6857874
Không có thông tin nào để rút ra.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6730017
"Chưa có thông tin nào về thương hiệu, mẫu mã, năm sản xuất, km đã đi, tình trạng, loại pin, tình trạng tai nạn, hay độ tùy chỉnh.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf7-eco-2025-6726845
Không có thông tin để xác định thông số của xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6845621
Không có thông tin nào được cung cấp trong mô tả,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6757862
No data provided.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-eco-2026-6692314
"Không có thông tin về xe, không thể xác định thông số nào.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-eco-2025-6791283
No information provided in the description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6839892
Không có thông tin mô tả nào được cung cấp.,,,,,,,,,,https://bonbanh.com/xe-byd-han-ev-2025-6164702
"Thông tin không đủ để xác định thương hiệu, mẫu xe, năm sản xuất, tình trạng, quãng đường, tình trạng pin, có sửa chữa hay không, và loại xe.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6728843
Không có thông tin nào được cung cấp trong mô tả.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6747500
"Không có thông tin về thương hiệu, mẫu xe, năm sản xuất, odo, điều kiện, tình trạng bình, tai nạn và độ hoàn thiện",,,,,,,,,,https://bonbanh.com/xe-vinfast-minio-green-at-2026-6761178
Không có thông tin để xác định các thông số kỹ thuật,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-eco-2026-5613613
Không có thông tin gì để rút ra,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6842555
"Không có thông tin mô tả xe, không thể xác định bất kỳ thông số nào.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6833890
Không có thông tin mô tả nào được cung cấp.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-6713855
Không có thông tin nào để trích xuất.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6839337
"Không có mô tả, không có thông tin nào để rút ra.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-e34-at-2022-6829060
Chưa có thông tin gì để rút ra từ mô tả.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-2026-6811195
No information provided in description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6832963
Thông tin không có sẵn,,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6808200
"Không có thông tin chi tiết về xe, không thể xác định các thông số.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6802141
"Không có thông tin mô tả, không thể xác định bất kỳ thuộc tính nào.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6748723
"Không có thông tin trong mô tả để xác định thương hiệu, mẫu xe, năm sản xuất, tình trạng, quãng đường, hoặc bất kỳ đặc điểm nào khác.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-plus-6s-2026-6842515
No details provided in the description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6844511
"Không có thông tin nào về xe, tất cả các trường đều thiếu thông tin.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6798690
"Không có thông tin về nhãn hiệu, mẫu xe, năm sản xuất, Odo, tình trạng, trạng thái pin, tình trạng tai nạn, độ nâng cấp và loại xe.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6861074
Không có thông tin mô tả về xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6701524
"No information provided for brand, model, year, mileage, condition, battery status, accident history, aftermarket mods, or vehicle type.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-2026-6817734
"Mô tả không có thông tin về thương hiệu, mẫu xe, năm sản xuất, tình trạng, quãng đường đã đi, tình trạng bình, tình trạng tai nạn và độ tuỳ biến.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2024-6757131
"Không có thông tin về xe, do đó không thể rút ra được đặc điểm.",,,,,,,,,,https://bonbanh.com/xe-vinfast-minio-green-at-2026-6861001
Không có thông tin mô tả để xác định các thông số của xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-plus-7s-2025-6795354
Không có bất kỳ thông tin nào trong mô tả.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6652357
Không có thông tin gì để trích xuất.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6829916
Không có thông tin,,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2025-6843222
"Dữ liệu đầu vào không có thông tin về xe, nên không thể xác định thông tin nào.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-plus-7s-2026-6840777
"Không có thông tin mô tả nào để xác định chi tiết xe, nên trả về giá trị null cho tất cả các trường.",,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2025-6749594
Không có thông tin miêu tả nào để xác định thông số kỹ thuật của xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-eco-2026-6862273
Không có mô tả nào để xác định các thông số kỹ thuật của xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-lux-plus-awd-2024-6861271
"Không có thông tin nào về thương hiệu, mẫu xe, năm sản xuất, tình trạng, hay thông số khác.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6631888
Thiếu thông tin mô tả về xe,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2025-6844018
"Không có thông tin về thương hiệu, mẫu xe, năm sản xuất, tình trạng, quãng đường, tình trạng pin, tình trạng va chạm hay các phụ kiện",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-eco-2026-6198882
"Không có thông tin về thương hiệu, mẫu xe, năm sản xuất, và tính năng khác",,,,,,,,,,https://bonbanh.com/xe-ford-mustang-mach-e-premium-awd-2025-6764116
Không có thông tin nào được cung cấp.,,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6829996
Không có thông tin nào để trích xuất.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6122689
Chưa có bất kỳ thông tin cụ thể nào về xe nên tất cả các trường đều không có giá trị.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6839317
"Chưa có thông tin chi tiết nào được cung cấp về xe, vì vậy tất cả các trường đều null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6241476
"Không có thông tin mô tả cụ thể, tất cả trường thông tin đều không xác định.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6858673
Không có thông tin nào được cung cấp trong mô tả.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6836385
Không có thông tin mô tả về xe,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-plus-6s-2025-6844570
"Không có thông tin nào được cung cấp cho xe, do đó tất cả các trường đều bị null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6701737
Không có thông tin mô tả xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6778933
"Mô tả không có thông tin nào về thương hiệu, mẫu xe, năm sản xuất, số km đã chạy, tình trạng xe, tình trạng pin, tình trạng tai nạn hay độ chế. Do đó, tất cả các trường dữ liệu cần thiết đều là null hoặc không xác định.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6631764
Dữ liệu không có thông tin cụ thể nào về xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-e34-at-2022-6824470
Không có mô tả nào nên không thể rút ra thông tin.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6565912
"Không có thông tin mô tả cụ thể về thương hiệu, mẫu xe, năm, Odo, tình trạng, pin, tai nạn và phụ kiện",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2022-6624258
"Không có thông tin để phân tích các thuộc tính như thương hiệu, mẫu xe, năm sản xuất, số km đã đi, tình trạng, pin, tình trạng tai nạn, và độ tùy chỉnh.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2024-6728268
"No information provided, returning null for all fields.",,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6811145
"Thông tin mô tả không có nội dung cụ thể nào về thương hiệu, mẫu xe, năm sản xuất, tình trạng, quãng đường, trạng thái pin, tai nạn hay độ chế, vì vậy tất cả đều là null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-eco-2026-6692317
"Không có thông tin về thương hiệu, mẫu xe, năm sản xuất và thông số khác.",,,,,,,,,,https://bonbanh.com/xe-mercedes_benz-eqb-250+-2025-6755057
"Thông tin không có, không thể rút ra bất kỳ chi tiết nào về xe.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-6839624
Không có mô tả và thông tin về chiếc xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf7-eco-2026-6689408
"Không có thông tin mô tả nào để xác định chi tiết xe, nên trả về giá trị null cho tất cả các trường.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6736508
"Không có mô tả cụ thể về xe, do đó không thể xác định thông tin chi tiết nào.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-5931989
Không có thông tin nào được cung cấp.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2024-6725611
"Không có thông tin để trích xuất, tất cả các trường đều là null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6856968
Không có thông tin nào để rút ra,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2022-6850244
Không có thông tin cụ thể nào về xe được cung cấp.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6842993
"No keywords provided for brand, model, year, mileage, condition, battery status, accident history or aftermarket mods.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6839236
No details provided in description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-eco-2026-6757718
"Không có thông tin về thương hiệu, mẫu xe, năm sản xuất, số km đã đi, tình trạng, tình trạng pin, có tai nạn hay không, hoặc phụ kiện nào được lắp thêm.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6122714
"Không có thông tin nào về xe, không thể trích xuất dữ liệu.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-2026-6850039
"Mô tả không chứa thông tin nào về xe, không có thương hiệu, mô hình, năm sản xuất hay tình trạng, vì vậy tất cả các trường đều được trả về null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6814309
No information provided,,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6839257
Không có thông tin cụ thể nào về xe nên tất cả các trường đều không có giá trị.,,,,,,,,,,https://bonbanh.com/xe-ford-mustang-mach-e-premium-awd-2025-6762583
No information provided in the description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2025-6741971
Không có thông tin nào được cung cấp.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6839343
"Không có thông tin chi tiết về xe, tất cả các trường đều để trống.",,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2025-6764155
"Mô tả không cung cấp thông tin nào về xe, các thông số đều là null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6787883
Không có thông tin nào để trích xuất.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-6851431
Không có thông tin chi tiết về xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-5931983
"Không có thông tin mô tả, tất cả các trường đều null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6829944
"Không có thông tin về xe, tất cả các trường đều trả về giá trị null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2026-6790662
Không có thông tin mô tả nào.,,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2025-6811655
No keywords or data provided in the description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-6842351
"Không có thông tin nào được cung cấp, tất cả các trường đều null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6723907
"Không có thông tin nào về thương hiệu, mẫu xe, năm sản xuất, tình trạng hay thông số kĩ thuật.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-eco-2026-6850057
Dữ liệu không được cung cấp,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-2026-6842496
Không có thông tin nên không thể rút ra các đặc điểm xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6383253
Không có thông tin để rút ra các thuộc tính xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf7-s-2024-6787329
"Không có thông tin, không thể rút ra kết luận nào.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6835431
Thông tin không có dữ liệu nào nên mọi giá trị trả về là null.,,,,,,,,,,https://bonbanh.com/xe-mercedes_benz-eqs-450-plus-2023-6859965
No information provided. All fields are null.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-eco-2026-5834708
No information provided in the description.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2026-6824840
"Mô tả không chứa thông tin nào về xe, vì vậy tất cả các giá trị trả về là null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-plus-6s-sdi-2023-6853459
"Mô tả không có thông tin nào về xe, vì vậy không thể rút ra bất kỳ thông tin nào.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf5-plus-2026-6828449
Không có thông tin nào rõ ràng để rút ra thông số xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6537720
Không có thông tin mô tả nên không thể xác định thông tin cụ thể.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-eco-2026-6796668
Không có thông tin mô tả nào về xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6842449
Không có thông tin trong phần mô tả,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6705705
không có thông tin nào để xác định các thuộc tính nên tất cả các giá trị trả về là null.,,,,,,,,,,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6829988
Không có thông tin nào để rút ra tính năng của xe,,,,,,,,,,https://bonbanh.com/xe-porsche-taycan-base-2021-6769318
Thông tin mô tả không có nội dung gì để phân tích.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-2026-6817728
Không có mô tả hoặc thông tin nào về xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6537830
Không có thông tin nào được cung cấp.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6861050
"Mô tả không chứa thông tin nào về thương hiệu, mẫu xe, năm sản xuất, tình trạng, số km đã đi, loại pin hay các tính năng khác nên tất cả giá trị đều được trả về null.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2025-6829183
"Không có thông tin về thương hiệu, mẫu xe, năm sản xuất, Odo, tình trạng, trạng thái pin, hay các phụ kiện và tình trạng tai nạn. Tất cả các trường đều đặt ở giá trị null như yêu cầu.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6852148
"Không có thông tin nào về thương hiệu, mẫu xe, năm sản xuất, số km đã đi, tình trạng xe, tình trạng pin, có tai nạn hay không, hay phụ kiện gì cả.",,,,,,,,,,https://bonbanh.com/xe-vinfast-vf9-eco-2026-6812657
Absence of specific vehicle details in the description leads to null values.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6850217
absence of keywords,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6835429
không có thông tin gì để xác định các đặc điểm,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2025-6843124
Không có thông tin nào để xác định các thuộc tính của xe.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6845950
No keywords provided to extract any feature.,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf6-plus-2026-6232637
Không có thông tin cụ thể,,,,,,,,,,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2022-6861393
