ID,Tên,Tiền (VNĐ),Vị trí,Ngày đăng,Người dùng,Sao,Đã bán,Đang bán,Năm sản xuất,Tình trạng,Số Km đã đi,Thông tin mô tả,Tính năng nổi bật,Tính năng khác,Kiểu dáng,Màu bên ngoài,Chiều dài(mm),Chiều dài cơ sở(mm),Chiều rộng(mm),khoảng sáng gầm(mm),Số chỗ ngồi,Trọng lượng bản thân (kg),Trọng lượng toàn tải (kg),Dung tích khoang hành lý (lít),Dung tích khoang hành lý khi gập ghế sau (lít),Công suất tốt đa(hp),Tốc độ tối đa (km/h),0-100(s),Tầm hoạt động (km),Dung lượng pin (kWh),Chi phí sạc đầy (VNĐ),Chi phí sạc hàng tháng (VNĐ),Sạc chậm (giờ),Sạc tiêu chuẩn (giờ),Phần trăm sạc treo tường,phút sạc treo tường
https://otodien.vn/oto-vinfast-vf8-nam-2023/100000886,VinFast VF8 2023 Plus,678,Hà Nội,2026-03-30,Dương Minh Trường,,0,0,2023,Đã sử dụng,54000 Km,VF8 2023 Plus màu Xanh Rêu hiếm gặp-Pin sdi-Odo 5v4-Giá niêm yết 800tr-Giá sau trừ ưu đãi còn 680tr-Liên hệ em Trường nhiệt tình:-📞: ***-📍: Vinfast Thăng Long.,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,402.0,200.0,5.5,400.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf8-nam-2023/100001094,VinFast VF8 2023 Eco,515,Hà Nội,2026-03-31,Sồng Chống Vàng,,0,0,2023,Đã sử dụng,70000 Km,VF8 Eco 2023 – SDI-Odo: 7v+ km-💰 515tr (đã trừ CS xe xăng)-📞 *** (Zalo),Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh dương,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf5-nam-2026/100001506,"🔥 VF5 – Crossover Điện Nhỏ Gọn, Cá Tính, Giá Tốt!",493,Hải Phòng,2026-06-24,VinFast Phong Nguyên Lê Hồng Phong,,0,8,2026,Xe mới,0 Km,$12,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967.0,2513.0,1723.0,182.0,5,1360.0,1685.0,260.0,900.0,134.0,130.0,12.0,326.4,37.2,64000.0,320000.0,18 giờ,6 giờ,70.0,30.0
https://otodien.vn/oto-vinfast-vf5-nam-2026/100001683,"⚡ VINFAST VF 5 – XE QUỐC DÂN, SẴN XE GIAO NGAY ⚡",475,Hà Nội,2026-06-13,VinFast Newway Trường Chinh,,0,15,2026,Xe mới,0 Km,"🔥 VinFast VF 5 mới 100% – thiết kế trẻ trung, nhỏ gọn, tiết kiệm chi phí vận hành và cực kỳ phù hợp đi phố, gia đình hoặc chạy dịch vụ công nghệ.--🎁 ƯU ĐÃI CỰC KHỦNG:-✅ Giảm 3% chương trình “Thu xăng - Đổi điện” (chỉ cần có đăng ký xe xăng)-✅ Giảm thêm 6% chương trình “Mãnh liệt vì Tương lai xanh”-✅ Giảm thêm 5% dành cho Công an / Quân đội-✅ Miễn 100% lệ phí trước bạ ()-✅ Miễn phí sạc đến 10/02/2029 ()--💰 Giá tạm tính chưa áp dụng full toàn bộ chính sách ưu đãi--🚗 Xe mới – đủ màu – giao ngay-💳 Hỗ trợ trả góp nhanh chóng, thủ tục đơn giản--📍 Showroom VinFast Newway Trường Chinh-🏢 Địa chỉ: 162 Trường Chinh, Hà Nội-☎ Hotline/Zalo: ***--📞 Liên hệ ngay để nhận báo giá tốt nhất, hỗ trợ tính lăn bánh và giữ xe ưu tiên hôm nay!",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967.0,2513.0,1723.0,182.0,5,1360.0,1685.0,260.0,900.0,134.0,130.0,12.0,326.4,37.2,64000.0,320000.0,18 giờ,6 giờ,70.0,30.0
https://otodien.vn/oto-vinfast-vf8-nam-2023/100000863,SẴN 1 VF8 ECO TRẮNG PIN catl ODO 5V,610,Hà Nội,2026-03-30,Quang Phú Vinfast Yên Lãng,,0,0,2023,Đã sử dụng,50000 Km,CHÍNH SÁCH MỚI VẪN GIỮ NGUYÊN XĂNG QUA ĐIỆN-VF8 ECO TRẮNG PIN catl ODO 5V-– XE SẴN KHO GIAO LUÔN-Pin CATL-Xe nhóm 2-Tình trạng xe : Xe đẹp giao luôn - Đã nâng cấp phuộc-Khách hàng có xe xăng giảm thêm 70tr-Giá chỉ còn 610tr-Hotline/Zalo: ***,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf-mpv-7-nam-2026/100000849,VF MPV 7,704,Hà Nội,2026-06-22,VinFast Tràng An Lê Văn Lương,,1,8,2026,Xe mới,0 Km,"Sẵn xe MPV7 đủ màu Vin2026  -♥️ Giá chỉ từ: 70x giao ngay ạ -Đen, Đỏ, Trắng, Xám nội thất Đen - Nâu-- Vay 80% Ngân hàng-𝐀𝐧𝐡 𝐜𝐡𝐢̣ 𝐪𝐮𝐚𝐧 𝐭𝐚̂𝐦 𝐥𝐢𝐞̂𝐧 𝐡𝐞̣̂ 𝐞𝐦 -☎️ 09654.26.777- 📍  VINFAST Tràng An- 68 Lê Văn Lương, Thanh Xuân, Hà Nội",,,Minivan (MPV),Khác,,,,,7,,,,,,,,,,,,,,,
https://otodien.vn/oto-vinfast-vfe34-nam-2022/100000741,VinFast VFe34 2022,425,Tp Hồ Chí Minh,2026-02-05,Vũ Đình Tuấn,,0,1,2022,Đã sử dụng,16000 Km,"Vinfast VF E34 - 2022-🔹 Odo: 18.000 km -🔹 Xuất xứ: Việt Nam-👉 Giá chào:425 triệu--Trang bị: dán phim cách nhiệt, lót thảm trải sàn--Xem xe tại 22 đường 24 Phường An Khánh",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 6 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,4300.0,2611.0,1793.0,180.0,5,1490.0,1815.0,290.0,,147.0,130.0,12.0,318.6,42.0,73000.0,384000.0,19.4 giờ,6 giờ,80.0,18.0
https://otodien.vn/oto-vinfast-vf8-nam-2023/100002014,VinFast VF8 2023 Eco cũ,635,Hà Nội,2026-06-15,Thăng Long Car,,9,52,2023,Đã sử dụng,60000 Km,vf8 eco pin catl vin 2023 odo 6v -có xe xăng đổi qua 635tr-ko có xe xăng 705tr-sẵn hs sang tên,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf6-nam-2024/100000261,VinFast VF6 Plus 2024 mới,663,Hà Nội,2025-05-27,Vũ Kiên,,0,0,2024,Xe mới,0 Km,"🚗 VF 6 Plus 2024 – SUV điện thông minh, nhỏ gọn, cực “chất”!-🔥 Giá ưu đãi chỉ từ 663 triệu đồng!--Bạn đang tìm một mẫu SUV đô thị hiện đại, tiết kiệm và thân thiện với môi trường? VF 6 Plus 2024 chính là lựa chọn hoàn hảo:--✨ Thiết kế trẻ trung, sang trọng-🔋 Chạy điện 100% – tiết kiệm chi phí, bảo vệ môi trường-📱 Trang bị Smart Services, trợ lý ảo, kết nối thông minh-🛡️ Bảo hành pin 8 năm – yên tâm sử dụng",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,4238.0,2730.0,1820.0,170.0,5,1550.0,1977.0,350.0,1275.0,201.0,175.0,8.5,381.0,59.6,104000.0,400000.0,18 giờ,9 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf8-nam-2022/100000538,VinFast VF8 2022 Eco,670,Hà Nội,2025-10-29,NHẤT TÍN AUTO,,5,0,2022,Đã sử dụng,32000 Km,VF8 Eco 2022 Mua Pin SDI odo: 3.2v km-Hỗ trợ thu cũ đổi mới -70tr-Tặng 1 năm BH thân vỏ-Call/zl,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Bạc,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf8-nam-2026/100001868,"⚡ VF8 ECO – SUV ĐIỆN ĐẲNG CẤP, ƯU ĐÃI HẤP DẪN! 🔥",835,Ninh Bình,2026-06-23,VinFast Ninh Bình,,0,7,2026,Xe mới,0 Km,"✅ Miễn phí 100% lệ phí trước bạ-✅ Miễn phí sạc pin đến 3 năm-✅ Hỗ trợ vay lãi suất hấp dẫn-✅ Mua xe chỉ từ 0 đồng--VinFast VF8 Eco 2026 nổi bật với thiết kế sang trọng, không gian rộng rãi cùng khả năng vận hành mạnh mẽ và tiết kiệm chi phí. Mẫu SUV điện lý tưởng cho gia đình và khách hàng yêu thích công nghệ hiện đại.--🚘 Trang bị tiện nghi cao cấp – công nghệ thông minh vượt trội-🎁 Nhiều ưu đãi hấp dẫn – hỗ trợ thủ tục nhanh chóng-📍 Hỗ trợ tư vấn – báo giá – lái thử tận nơi--📍 Showroom VinFast Ninh Bình-🏢 Địa chỉ: 492 đường 30/6, Phường Hoa Lư, Tỉnh Ninh Bình--📞 Liên hệ ngay MR. TÚ: ***",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-ec-van-nam-2026/100001996,🔥 VinFast EC Van Giảm Đến 14%,248,Lâm Đồng,2026-06-23,VinFast Trung Nguyên Đăk Nông,,0,8,2026,Xe mới,0 Km,"🚐 VINFAST EC VAN MỚI 100% – GIẢI PHÁP VẬN CHUYỂN TIẾT KIỆM CHO HỘ KINH DOANH & DOANH NGHIỆP--Ưu đãi đặc biệt tháng này:--✅ Giảm ngay 6% giá niêm yết-✅ Giảm thêm 2% chương trình ""Mùa Hè Rực Rỡ""-✅ Giảm thêm 5% dành cho khách hàng Công an & Quân đội-✅ Hỗ trợ vay đến 90% giá trị xe-✅ Thủ tục đơn giản – Chỉ cần CCCD-✅ Hỗ trợ đăng ký chạy Be, Grab và các nền tảng vận tải công nghệ-✅ 🎁 Miễn phí sạc pin đến tháng 02/2029--💰 Chi phí vận hành thấp hơn đáng kể so với xe xăng-🔋 Xe điện vận hành êm ái, phù hợp giao hàng nội thành, kinh doanh vận tải và hộ kinh doanh cá thể-📈 Tối ưu lợi nhuận nhờ tiết kiệm nhiên liệu và chi phí bảo dưỡng--Ngoài ưu đãi từ VinFast, showroom còn có chương trình hỗ trợ riêng dành cho khách hàng chốt xe trong tháng.--📍 Showroom VinFast Trung Nguyên Đắk Nông-🏢 Địa chỉ: Nguyễn Tất Thành, Nam Gia Nghĩa, Lâm Đồng--📞 Liên hệ ngay để nhận báo giá lăn bánh, tư vấn trả góp và chương trình ưu đãi mới nhất.",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,Van,Khác,3767.0,2520.0,1680.0,165.0,2,,,,,41.0,,,150.0,17.0,29000.0,293000.0,18 giờ,6 giờ,70.0,36.0
https://otodien.vn/oto-vinfast-vf8-nam-2023/100001593,VinFast VF8 2023 Eco,655,Hà Nội,2026-06-11,Thăng Long Car,,9,52,2023,Đã sử dụng,41000 Km,vf8 eco catl đen vin 2023 odo 4v1 -sẵn hồ sơ sang tên -giá 775tr-ko có xe xăng giá 725tr-có xe xăng đổi qua giá 655tr-📞:***,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4750.0,2950.0,1934.0,179.0,5,2540.0,2990.0,376.0,1373.0,349.0,200.0,6.5,420.0,82.0,156000.0,585000.0,8-10 giờ,4 giờ,70.0,24.0
https://otodien.vn/oto-wuling-bingo-nam-2026/100000730,"⚡ WULING BINGO – XE ĐIỆN ĐI PHỐ, TRANG BỊ ĐÁNG GIÁ",399,Vĩnh Phúc,2026-06-24,Wuling Vĩnh Phúc,,0,11,2026,Xe mới,0 Km,$12,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,Hatchback,Khác,3950.0,2560.0,1708.0,160.0,5,1125.0,,,,67.0,100.0,,333.0,31.9,55000.0,248000.0,12 giờ,8 giờ,,
https://otodien.vn/oto-vinfast-vf5-nam-2023/100001273,VinFast VF5 2023 Plus,410,Hải Phòng,2026-04-20,Thu Huyền,,0,0,2023,Đã sử dụng,23000 Km,Vf5 2023 plus Odo : 23.000km-Giá : 4xx tr bao hs cầm tay -- Xem xe tại Hải Phòng -- Bao check tets bất kì đâu-- Cam kết xe đẹp không va chạm ngập nước bổ máy keo chỉ động cơ nguyên zin -☎️ ***,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,3967.0,2513.0,1723.0,182.0,5,1360.0,1685.0,260.0,900.0,134.0,130.0,12.0,326.4,37.2,64000.0,320000.0,18 giờ,6 giờ,70.0,30.0
https://otodien.vn/oto-vinfast-vf9-nam-2024/100001625,VinFast VF9 2024 Plus,1180,Hà Nội,2026-06-24,Bảo Tín Cars,,26,41,2024,Đã sử dụng,17000 Km,"Vf9 plus vin2024 đky lần đầu 2025 xe -mua đứt pin , Pin Calt  sạc thoải mái không giới hạn kilomet-Xe 7 chỗ trần thép-Xe odo: 1,7v -Giá: 1,180tr-📞 Hotline: ***",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,5118.0,3150.0,2254.0,197.0,7,2830.0,3306.0,,,402.0,200.0,7.5,480.0,92.0,161000.0,503000.0,8-10 giờ,4 giờ,70.0,26.0
https://otodien.vn/oto-vinfast-vf5-nam-2025/100000331,VF5 plus 3/2025 Mua Đứt Pin,480,Hà Nội,2025-06-11,Auto 266,,0,0,2025,Đã sử dụng,9000 Km,"💥 Hàng siêu lướt 💥--🚘 VF5 plus 3/2025.--✅ ODO 9.000 km siêu mới.--👉 Sơn zin cả xe. Phí đường bộ 2 năm.-✅ Xe biển vàng, đã có hợp tác xã, đăng ký kinh doanh dv vận tải, đã có định vị, dán phim, trải sàn, cam hành trình. Full phí đường bộ 2 năm.--👉Check test trên toàn quốc.--💰 Giá: 480 có fix",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,3967.0,2513.0,1723.0,182.0,5,1360.0,1685.0,260.0,900.0,134.0,130.0,12.0,326.4,37.2,64000.0,320000.0,18 giờ,6 giờ,70.0,30.0
https://otodien.vn/oto-vinfast-limo-green-nam-2025/100001226,VinFast Limo Green 2025,705,Hà Nội,2026-04-03,Trường Ô Tô Điện,,0,0,2025,Đã sử dụng,6000 Km,"Limo Green 2025 màu Bạc-Odo: 6000km ( Siêu lướt )-Xe đẹp như mới, sạc không giới hạn, check test thoải mái trước khi mua-Giá 705tr",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,Minivan (MPV),Bạc,4740.0,2840.0,1872.0,170.0,7,,,,,204.0,175.0,9.5,450.0,60.1,132000.0,465000.0,18 giờ,7 giờ,70.0,30.0
https://otodien.vn/oto-vinfast-vf6-nam-2026/100000980,Hàng HOT 🔥🔥 VF6 Plus Đỏ nội thất kem!!!,685,Hà Nội,2026-03-29,Nguyễn Ngọc Đạt,,0,0,2026,Xe mới,0 Km,Sẵn 1 xe duy nhất giao ngay ạ -🧧 Giá tham khảo 68x (lb riêng em Đạt để có giá đẹp hơn ạ) + nhiều phần quà hấp dẫn-📞*** - VinFast Hoà Lạc,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,4238.0,2730.0,1820.0,170.0,5,1550.0,1977.0,350.0,1275.0,201.0,175.0,8.5,381.0,59.6,104000.0,400000.0,18 giờ,9 giờ,70.0,24.0
https://otodien.vn/oto-vinfast-vf3-nam-2025/100000442,"VF3 Sx 2025, Mua Pin, odo: 1.700km, Siêu Lướt",268,Tp Hồ Chí Minh,2025-07-31,Hữu Mạnh,,0,0,2025,Đã sử dụng,1700 Km,"VF3 sx 2025 Siêu mới, Mua Pin, miễn phí sạc 2027-Odo: 1.700km, sơn zin cả xe-Phim Cách nhiệt 3M, Gia cố càng A, Ốp bảo vệ Pin, Camera Lùi, Thảm sàn đúc theo xe, Bảo hiểm thân vỏ……..--Ra biển SG không mất phí 20tr ạ.--Xem xe SG. Xe bao check.",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,3190.0,2075.0,1679.0,191.0,5,857.0,1157.0,36.0,285.0,43.0,100.0,19.3,215.0,18.6,25000.0,384000.0,18 giờ,6 giờ,70.0,36.0
